WAREHOUSE_ID,WAREHOUSE_TYPE,LON,LAT
W8707,FOOD,-50,33
W8708,FOOD,-103,31
W8709,FOOD,-46,40
W8710,FOOD,-60,33
W8711,FOOD,-7,33
W8712,FOOD,-62,33
W8713,FOOD,-59,40
W8714,FOOD,-76,31
W8715,FOOD,-114,31
W8716,FOOD,-32,37
W8717,FOOD,-97,37
W8718,FOOD,-71,33
W8719,FOOD,-90,36
W8720,FOOD,-104,33
W8721,FOOD,-59,34
W8722,FOOD,-114,32
W8723,FOOD,-28,36
W8724,FOOD,-75,36
W8725,FOOD,-35,39
W8726,FOOD,-106,31
W8727,FOOD,-61,32
W8728,FOOD,-46,36
W8729,FOOD,-73,34
W8730,FOOD,-60,31
W8731,FOOD,-37,35
W8732,FOOD,-62,31
W8733,FOOD,-79,40
W8734,FOOD,-103,38
W8735,FOOD,-39,38
W8736,FOOD,-27,31
W8737,FOOD,-114,39
W8738,FOOD,-8,31
W8739,FOOD,-14,40
W8740,FOOD,-77,32
W8741,FOOD,-87,32
W8742,FOOD,-53,36
W8743,FOOD,-10,31
W8744,FOOD,-39,31
W8745,FOOD,-24,40
W8746,FOOD,-116,37
W8747,FOOD,-28,34
W8748,FOOD,-103,34
W8749,FOOD,-39,39
W8750,FOOD,-41,33
W8751,FOOD,-58,38
W8752,FOOD,-88,35
W8753,FOOD,-76,37
W8754,FOOD,-116,32
W8755,FOOD,-33,38
W8756,FOOD,-51,34
W8757,FOOD,-47,31
W8758,FOOD,-103,39
W8759,FOOD,-58,36
W8760,FOOD,-106,31
W8761,FOOD,-22,31
W8762,FOOD,-18,39
W8763,FOOD,-53,40
W8764,FOOD,-8,33
W8765,FOOD,-115,39
W8766,FOOD,-107,34
W8767,FOOD,-55,31
W8768,FOOD,-34,37
W8769,FOOD,-38,38
W8770,FOOD,-46,31
W8771,FOOD,-68,36
W8772,FOOD,-38,40
W8773,FOOD,-64,35
W8774,FOOD,-62,39
W8775,FOOD,-68,39
W8776,FOOD,-14,38
W8777,FOOD,-9,33
W8778,FOOD,-91,31
W8779,FOOD,-20,34
W8780,FOOD,-49,35
W8781,FOOD,-48,36
W8782,FOOD,-51,39
W8783,FOOD,-33,32
W8784,FOOD,-60,31
W8785,FOOD,-76,33
W8786,FOOD,-102,33
W8787,FOOD,-70,40
W8788,FOOD,-61,33
W8789,FOOD,-9,32
W8790,FOOD,-85,38
W8791,FOOD,-44,38
W8792,FOOD,-57,31
W8793,FOOD,-72,37
W8794,FOOD,-105,40
W8795,FOOD,-43,35
W8796,FOOD,-54,33
W8797,FOOD,-35,40
W8798,FOOD,-66,40
W8799,FOOD,-33,31
W8800,FOOD,-15,34
W8801,FOOD,-33,35
W8802,FOOD,-51,35
W8803,FOOD,-106,33
W8804,FOOD,-89,31
W8805,FOOD,-112,39
W8806,FOOD,-99,39
W8807,FOOD,-84,34
W8808,FOOD,-44,31
W8809,FOOD,-22,39
W8810,FOOD,-59,36
W8811,FOOD,-31,36
W8812,FOOD,-98,31
W8813,FOOD,-14,35
W8814,FOOD,-33,36
W8815,FOOD,-94,39
W8816,FOOD,-47,40
W8817,FOOD,-20,37
W8818,FOOD,-110,39
W8819,FOOD,-34,31
W8820,FOOD,-50,32
W8821,FOOD,-88,31
W8822,FOOD,-16,34
W8823,FOOD,-32,33
W8824,FOOD,-99,37
W8825,FOOD,-21,35
W8826,FOOD,-76,38
W8827,FOOD,-83,35
W8828,FOOD,-82,36
W8829,FOOD,-17,31
W8830,FOOD,-60,38
W8831,FOOD,-53,37
W8832,FOOD,-86,33
W8833,FOOD,-105,39
W8834,FOOD,-111,31
W8835,FOOD,-82,39
W8836,FOOD,-49,35
W8837,FOOD,-70,38
W8838,FOOD,-32,40
W8839,FOOD,-32,37
W8840,FOOD,-52,31
W8841,FOOD,-114,32
W8842,FOOD,-95,33
W8843,FOOD,-61,39
W8844,FOOD,-100,36
W8845,FOOD,-11,40
W8846,FOOD,-42,39
W8847,FOOD,-32,36
W8848,FOOD,-34,35
W8849,FOOD,-38,32
W8850,FOOD,-37,34
W8851,FOOD,-15,36
W8852,FOOD,-83,38
W8853,FOOD,-64,35
W8854,FOOD,-80,33
W8855,FOOD,-87,40
W8856,FOOD,-63,39
W8857,FOOD,-7,36
W8858,FOOD,-12,32
W8859,FOOD,-88,40
W8860,FOOD,-70,38
W8861,FOOD,-38,32
W8862,FOOD,-9,37
W8863,FOOD,-102,38
W8864,FOOD,-51,39
W8865,FOOD,-41,38
W8866,FOOD,-23,31
W8867,FOOD,-12,38
W8868,FOOD,-42,31
W8869,FOOD,-35,36
W8870,FOOD,-66,33
W8871,FOOD,-59,36
W8872,FOOD,-115,39
W8873,FOOD,-68,40
W8874,FOOD,-31,34
W8875,FOOD,-29,38
W8876,FOOD,-94,34
W8877,FOOD,-54,33
W8878,FOOD,-45,34
W8879,FOOD,-50,37
W8880,FOOD,-15,39
W8881,FOOD,-85,37
W8882,FOOD,-110,35
W8883,FOOD,-23,35
W8884,FOOD,-84,32
W8885,FOOD,-55,38
W8886,FOOD,-107,32
W8887,FOOD,-13,38
W8888,FOOD,-80,38
W8889,FOOD,-87,39
W8890,FOOD,-67,37
W8891,FOOD,-48,37
W8892,FOOD,-32,39
W8893,FOOD,-72,37
W8894,FOOD,-60,40
W8895,FOOD,-64,35
W8896,FOOD,-11,33
W8897,FOOD,-101,38
W8898,FOOD,-111,35
W8899,FOOD,-67,34
W8900,FOOD,-40,40
W8901,FOOD,-106,37
W8902,FOOD,-52,34
W8903,FOOD,-64,35
W8904,FOOD,-45,35
W8905,FOOD,-86,37
W8906,FOOD,-86,33
W8907,FOOD,-23,33
W8908,FOOD,-60,37
W8909,FOOD,-101,32
W8910,FOOD,-38,31
W8911,FOOD,-40,37
W8912,FOOD,-30,31
W8913,FOOD,-8,32
W8914,FOOD,-20,34
W8915,FOOD,-42,32
W8916,FOOD,-27,40
W8917,FOOD,-60,38
W8918,FOOD,-65,36
W8919,FOOD,-79,34
W8920,FOOD,-23,38
W8921,FOOD,-110,38
W8922,FOOD,-22,33
W8923,FOOD,-90,39
W8924,FOOD,-87,34
W8925,FOOD,-52,38
W8926,FOOD,-26,37
W8927,FOOD,-79,39
W8928,FOOD,-68,35
W8929,FOOD,-20,32
W8930,FOOD,-41,33
W8931,FOOD,-44,33
W8932,FOOD,-21,39
W8933,FOOD,-72,35
W8934,FOOD,-114,40
W8935,FOOD,-53,32
W8936,FOOD,-97,40
W8937,FOOD,-112,32
W8938,FOOD,-33,31
W8939,FOOD,-84,40
W8940,FOOD,-81,40
W8941,FOOD,-16,37
W8942,FOOD,-32,31
W8943,FOOD,-61,38
W8944,FOOD,-88,31
W8945,FOOD,-28,39
W8946,FOOD,-84,34
W8947,FOOD,-47,40
W8948,FOOD,-51,38
W8949,FOOD,-20,33
W8950,FOOD,-39,31
W8951,FOOD,-87,39
W8952,FOOD,-46,38
W8953,FOOD,-44,33
W8954,FOOD,-82,32
W8955,FOOD,-107,31
W8956,FOOD,-104,31
W8957,FOOD,-46,31
W8958,FOOD,-58,37
W8959,FOOD,-18,31
W8960,FOOD,-108,40
W8961,FOOD,-24,37
W8962,FOOD,-57,40
W8963,FOOD,-71,31
W8964,FOOD,-113,34
W8965,FOOD,-72,38
W8966,FOOD,-67,37
W8967,FOOD,-34,32
W8968,FOOD,-56,37
W8969,FOOD,-31,35
W8970,FOOD,-24,33
W8971,FOOD,-109,31
W8972,FOOD,-92,33
W8973,FOOD,-29,31
W8974,FOOD,-82,40
W8975,FOOD,-28,36
W8976,FOOD,-110,37
W8977,FOOD,-39,39
W8978,FOOD,-46,31
W8979,FOOD,-16,39
W8980,FOOD,-11,37
W8981,FOOD,-25,31
W8982,FOOD,-43,31
W8983,FOOD,-51,33
W8984,FOOD,-28,35
W8985,FOOD,-60,33
W8986,FOOD,-30,38
W8987,FOOD,-70,37
W8988,FOOD,-63,35
W8989,FOOD,-53,38
W8990,FOOD,-53,40
W8991,FOOD,-110,38
W8992,FOOD,-8,39
W8993,FOOD,-114,37
W8994,FOOD,-22,39
W8995,FOOD,-110,34
W8996,FOOD,-95,33
W8997,FOOD,-18,37
W8998,FOOD,-15,33
W8999,FOOD,-100,31
W9000,FOOD,-63,39
W9001,FOOD,-55,32
W9002,FOOD,-25,31
W9003,FOOD,-94,38
W9004,FOOD,-18,31
W9005,FOOD,-39,39
W9006,FOOD,-61,34
W9007,FOOD,-81,38
W9008,FOOD,-59,31
W9009,FOOD,-53,39
W9010,FOOD,-111,34
W9011,FOOD,-26,38
W9012,FOOD,-19,36
W9013,FOOD,-12,36
W9014,FOOD,-77,36
W9015,FOOD,-87,34
W9016,FOOD,-20,39
W9017,FOOD,-108,31
W9018,FOOD,-36,37
W9019,FOOD,-31,31
W9020,FOOD,-89,36
W9021,FOOD,-21,35
W9022,FOOD,-36,31
W9023,FOOD,-58,38
W9024,FOOD,-108,34
W9025,FOOD,-36,39
W9026,FOOD,-26,34
W9027,FOOD,-76,36
W9028,FOOD,-24,38
W9029,FOOD,-30,40
W9030,FOOD,-73,34
W9031,FOOD,-88,40
W9032,FOOD,-22,37
W9033,FOOD,-60,36
W9034,FOOD,-20,38
W9035,FOOD,-77,38
W9036,FOOD,-110,37
W9037,FOOD,-79,38
W9038,FOOD,-107,32
W9039,FOOD,-34,38
W9040,FOOD,-21,36
W9041,FOOD,-18,36
W9042,FOOD,-74,34
W9043,FOOD,-9,33
W9044,FOOD,-82,37
W9045,FOOD,-83,31
W9046,FOOD,-50,38
W9047,FOOD,-70,40
W9048,FOOD,-68,31
W9049,FOOD,-79,35
W9050,FOOD,-112,39
W9051,FOOD,-56,40
W9052,FOOD,-41,32
W9053,FOOD,-97,40
W9054,FOOD,-77,40
W9055,FOOD,-102,32
W9056,FOOD,-69,38
W9057,FOOD,-32,34
W9058,FOOD,-102,31
W9059,FOOD,-26,33
W9060,FOOD,-90,32
W9061,FOOD,-99,38
W9062,FOOD,-96,35
W9063,FOOD,-16,35
W9064,FOOD,-68,33
W9065,FOOD,-81,36
W9066,FOOD,-47,39
W9067,FOOD,-28,31
W9068,FOOD,-102,34
W9069,FOOD,-60,38
W9070,FOOD,-35,33
W9071,FOOD,-69,38
W9072,FOOD,-47,34
W9073,FOOD,-110,37
W9074,FOOD,-97,39
W9075,FOOD,-18,40
W9076,FOOD,-12,31
W9077,FOOD,-10,36
W9078,FOOD,-17,37
W9079,FOOD,-50,39
W9080,FOOD,-22,39
W9081,FOOD,-107,37
W9082,FOOD,-65,36
W9083,FOOD,-103,39
W9084,FOOD,-93,39
W9085,FOOD,-111,39
W9086,FOOD,-111,37
W9087,FOOD,-61,39
W9088,FOOD,-31,32
W9089,FOOD,-17,37
W9090,FOOD,-106,31
W9091,FOOD,-102,33
W9092,FOOD,-64,39
W9093,FOOD,-71,36
W9094,FOOD,-107,38
W9095,FOOD,-57,32
W9096,FOOD,-82,37
W9097,FOOD,-7,33
W9098,FOOD,-62,38
W9099,FOOD,-95,35
W9100,FOOD,-75,31
W9101,FOOD,-70,38
W9102,FOOD,-108,32
W9103,FOOD,-40,39
W9104,FOOD,-113,32
W9105,FOOD,-14,37
W9106,FOOD,-33,38
W9107,FOOD,-89,38
W9108,FOOD,-91,36
W9109,FOOD,-7,38
W9110,FOOD,-77,36
W9111,FOOD,-20,39
W9112,FOOD,-77,39
W9113,FOOD,-82,35
W9114,FOOD,-93,40
W9115,FOOD,-116,34
W9116,FOOD,-68,31
W9117,FOOD,-42,39
W9118,FOOD,-29,38
W9119,FOOD,-40,37
W9120,FOOD,-17,37
W9121,FOOD,-18,36
W9122,FOOD,-33,33
W9123,FOOD,-92,34
W9124,FOOD,-56,35
W9125,FOOD,-60,38
W9126,FOOD,-28,40
W9127,FOOD,-63,35
W9128,FOOD,-43,31
W9129,FOOD,-58,36
W9130,FOOD,-114,33
W9131,FOOD,-17,33
W9132,FOOD,-57,37
W9133,FOOD,-49,39
W9134,FOOD,-40,39
W9135,FOOD,-46,33
W9136,FOOD,-28,34
W9137,FOOD,-16,38
W9138,FOOD,-90,37
W9139,FOOD,-26,38
W9140,FOOD,-62,35
W9141,FOOD,-87,32
W9142,FOOD,-64,37
W9143,FOOD,-58,36
W9144,FOOD,-103,34
W9145,FOOD,-93,40
W9146,FOOD,-101,34
W9147,FOOD,-35,35
W9148,FOOD,-92,36
W9149,FOOD,-71,39
W9150,FOOD,-113,39
W9151,FOOD,-49,36
W9152,FOOD,-109,37
W9153,FOOD,-17,36
W9154,FOOD,-68,39
W9155,FOOD,-15,33
W9156,FOOD,-70,38
W9157,FOOD,-84,34
W9158,FOOD,-61,39
W9159,FOOD,-115,32
W9160,FOOD,-79,37
W9161,FOOD,-40,32
W9162,FOOD,-104,40
W9163,FOOD,-36,31
W9164,FOOD,-107,36
W9165,FOOD,-49,35
W9166,FOOD,-102,34
W9167,FOOD,-89,32
W9168,FOOD,-105,33
W9169,FOOD,-39,33
W9170,FOOD,-82,40
W9171,FOOD,-50,40
W9172,FOOD,-113,31
W9173,FOOD,-34,36
W9174,FOOD,-103,31
W9175,FOOD,-92,32
W9176,FOOD,-15,37
W9177,FOOD,-71,34
W9178,FOOD,-68,34
W9179,FOOD,-51,34
W9180,FOOD,-105,34
W9181,FOOD,-71,31
W9182,FOOD,-33,33
W9183,FOOD,-106,38
W9184,FOOD,-95,39
W9185,FOOD,-99,33
W9186,FOOD,-115,37
W9187,FOOD,-15,38
W9188,FOOD,-93,38
W9189,FOOD,-102,40
W9190,FOOD,-67,40
W9191,FOOD,-96,37
W9192,FOOD,-21,31
W9193,FOOD,-72,39
W9194,FOOD,-27,35
W9195,FOOD,-39,31
W9196,FOOD,-9,36
W9197,FOOD,-113,32
W9198,FOOD,-39,34
W9199,FOOD,-110,31
W9200,FOOD,-109,35
W9201,FOOD,-14,39
W9202,FOOD,-8,39
W9203,FOOD,-40,35
W9204,FOOD,-44,38
W9205,FOOD,-29,35
W9206,FOOD,-40,39
W9207,FOOD,-83,40
W9208,FOOD,-31,36
W9209,FOOD,-116,31
W9210,FOOD,-63,37
W9211,FOOD,-74,33
W9212,FOOD,-32,33
W9213,FOOD,-94,35
W9214,FOOD,-54,34
W9215,FOOD,-40,36
W9216,FOOD,-71,31
W9217,FOOD,-79,36
W9218,FOOD,-32,31
W9219,FOOD,-82,37
W9220,FOOD,-40,34
W9221,FOOD,-76,38
W9222,FOOD,-107,38
W9223,FOOD,-17,31
W9224,FOOD,-92,32
W9225,FOOD,-116,39
W9226,FOOD,-32,32
W9227,FOOD,-81,32
W9228,FOOD,-50,31
W9229,FOOD,-8,37
W9230,FOOD,-76,35
W9231,FOOD,-91,32
W9232,FOOD,-71,33
W9233,FOOD,-112,38
W9234,FOOD,-8,33
W9235,FOOD,-66,37
W9236,FOOD,-56,38
W9237,FOOD,-62,34
W9238,FOOD,-36,34
W9239,FOOD,-52,35
W9240,FOOD,-20,31
W9241,FOOD,-104,36
W9242,FOOD,-74,34
W9243,FOOD,-108,39
W9244,FOOD,-86,39
W9245,FOOD,-111,39
W9246,FOOD,-62,33
W9247,FOOD,-45,36
W9248,FOOD,-59,37
W9249,FOOD,-65,32
W9250,FOOD,-98,32
W9251,FOOD,-83,34
W9252,FOOD,-76,32
W9253,FOOD,-37,34
W9254,FOOD,-29,37
W9255,FOOD,-79,37
W9256,FOOD,-17,32
W9257,FOOD,-80,32
W9258,FOOD,-48,40
W9259,FOOD,-20,38
W9260,FOOD,-76,34
W9261,FOOD,-17,33
W9262,FOOD,-9,38
W9263,FOOD,-61,35
W9264,FOOD,-104,40
W9265,FOOD,-38,38
W9266,FOOD,-20,38
W9267,FOOD,-8,39
W9268,FOOD,-29,36
W9269,FOOD,-26,37
W9270,FOOD,-53,39
W9271,FOOD,-83,35
W9272,FOOD,-87,39
W9273,FOOD,-76,39
W9274,FOOD,-100,40
W9275,FOOD,-86,37
W9276,FOOD,-35,33
W9277,FOOD,-94,32
W9278,FOOD,-23,40
W9279,FOOD,-84,34
W9280,FOOD,-11,31
W9281,FOOD,-68,39
W9282,FOOD,-60,36
W9283,FOOD,-86,37
W9284,FOOD,-98,32
W9285,FOOD,-103,37
W9286,FOOD,-36,37
W9287,FOOD,-81,40
W9288,FOOD,-74,40
W9289,FOOD,-65,31
W9290,FOOD,-76,35
W9291,FOOD,-72,34
W9292,FOOD,-70,35
W9293,FOOD,-79,36
W9294,FOOD,-20,32
W9295,FOOD,-41,32
W9296,FOOD,-35,35
W9297,FOOD,-110,39
W9298,FOOD,-59,37
W9299,FOOD,-62,37
W9300,FOOD,-116,35
W9301,FOOD,-16,31
W9302,FOOD,-58,35
W9303,FOOD,-25,38
W9304,FOOD,-82,37
W9305,FOOD,-108,39
W9306,FOOD,-53,32
W9307,FOOD,-96,38
W9308,FOOD,-93,37
W9309,FOOD,-77,32
W9310,FOOD,-83,37
W9311,FOOD,-85,37
W9312,FOOD,-70,36
W9313,FOOD,-35,32
W9314,FOOD,-72,34
W9315,FOOD,-112,40
W9316,FOOD,-8,39
W9317,FOOD,-89,32
W9318,FOOD,-59,31
W9319,FOOD,-29,32
W9320,FOOD,-7,38
W9321,FOOD,-90,38
W9322,FOOD,-113,39
W9323,FOOD,-93,39
W9324,FOOD,-96,36
W9325,FOOD,-84,39
W9326,FOOD,-35,35
W9327,FOOD,-82,38
W9328,FOOD,-12,40
W9329,FOOD,-56,39
W9330,FOOD,-76,37
W9331,FOOD,-43,34
W9332,FOOD,-59,31
W9333,FOOD,-7,39
W9334,FOOD,-82,32
W9335,FOOD,-17,39
W9336,FOOD,-62,39
W9337,FOOD,-20,33
W9338,FOOD,-47,40
W9339,FOOD,-93,35
W9340,FOOD,-68,37
W9341,FOOD,-23,33
W9342,FOOD,-93,33
W9343,FOOD,-64,38
W9344,FOOD,-59,40
W9345,FOOD,-58,36
W9346,FOOD,-34,32
W9347,FOOD,-44,33
W9348,FOOD,-58,35
W9349,FOOD,-30,40
W9350,FOOD,-10,38
W9351,FOOD,-31,35
W9352,FOOD,-91,37
W9353,FOOD,-32,35
W9354,FOOD,-70,40
W9355,FOOD,-69,38
W9356,FOOD,-73,33
W9357,FOOD,-101,34
W9358,FOOD,-95,36
W9359,FOOD,-63,40
W9360,FOOD,-40,38
W9361,FOOD,-43,32
W9362,FOOD,-80,32
W9363,FOOD,-21,40
W9364,FOOD,-99,36
W9365,FOOD,-87,33
W9366,FOOD,-97,35
W9367,FOOD,-22,37
W9368,FOOD,-40,36
W9369,FOOD,-71,32
W9370,FOOD,-90,33
W9371,FOOD,-27,37
W9372,FOOD,-89,33
W9373,FOOD,-58,37
W9374,FOOD,-37,38
W9375,FOOD,-113,40
W9376,FOOD,-90,39
W9377,FOOD,-99,39
W9378,FOOD,-52,39
W9379,FOOD,-39,35
W9380,FOOD,-88,36
W9381,FOOD,-70,33
W9382,FOOD,-98,32
W9383,FOOD,-80,33
W9384,FOOD,-48,32
W9385,FOOD,-70,39
W9386,FOOD,-27,34
W9387,FOOD,-91,35
W9388,FOOD,-53,33
W9389,FOOD,-40,31
W9390,FOOD,-68,39
W9391,FOOD,-92,34
W9392,FOOD,-110,31
W9393,FOOD,-56,40
W9394,FOOD,-31,33
W9395,FOOD,-55,40
W9396,FOOD,-115,39
W9397,FOOD,-113,39
W9398,FOOD,-59,35
W9399,FOOD,-17,38
W9400,FOOD,-35,37
W9401,FOOD,-67,34
W9402,FOOD,-28,31
W9403,FOOD,-78,35
W9404,FOOD,-62,33
W9405,FOOD,-65,40
W9406,FOOD,-108,38
W9407,FOOD,-115,35
W9408,FOOD,-98,38
W9409,FOOD,-63,38
W9410,FOOD,-114,39
W9411,FOOD,-13,36
W9412,FOOD,-15,39
W9413,FOOD,-8,38
W9414,FOOD,-72,39
W9415,FOOD,-43,38
W9416,FOOD,-67,35
W9417,FOOD,-65,33
W9418,FOOD,-45,37
W9419,FOOD,-12,37
W9420,FOOD,-57,34
W9421,FOOD,-106,40
W9422,FOOD,-108,35
W9423,FOOD,-28,31
W9424,FOOD,-83,35
W9425,FOOD,-38,37
W9426,FOOD,-75,35
W9427,FOOD,-23,31
W9428,FOOD,-110,32
W9429,FOOD,-86,40
W9430,FOOD,-62,40
W9431,FOOD,-35,33
W9432,FOOD,-85,37
W9433,FOOD,-105,37
W9434,FOOD,-14,40
W9435,FOOD,-38,31
W9436,FOOD,-21,33
W9437,FOOD,-75,34
W9438,FOOD,-87,31
W9439,FOOD,-10,32
W9440,FOOD,-91,34
W9441,FOOD,-74,33
W9442,FOOD,-41,35
W9443,FOOD,-114,34
W9444,FOOD,-32,32
W9445,FOOD,-41,39
W9446,FOOD,-22,34
W9447,FOOD,-18,39
W9448,FOOD,-18,34
W9449,FOOD,-68,32
W9450,FOOD,-17,40
W9451,FOOD,-52,34
W9452,FOOD,-109,31
W9453,FOOD,-105,35
W9454,FOOD,-111,35
W9455,FOOD,-23,32
W9456,FOOD,-40,37
W9457,FOOD,-9,40
W9458,FOOD,-97,39
W9459,FOOD,-32,35
W9460,FOOD,-112,39
W9461,FOOD,-43,38
W9462,FOOD,-24,31
W9463,FOOD,-96,36
W9464,FOOD,-76,39
W9465,FOOD,-94,37
W9466,FOOD,-68,35
W9467,FOOD,-83,38
W9468,FOOD,-51,37
W9469,FOOD,-96,40
W9470,FOOD,-46,40
W9471,FOOD,-47,40
W9472,FOOD,-32,31
W9473,FOOD,-59,39
W9474,FOOD,-108,31
W9475,FOOD,-8,35
W9476,FOOD,-106,35
W9477,FOOD,-16,39
W9478,FOOD,-108,35
W9479,FOOD,-33,35
W9480,FOOD,-42,40
W9481,FOOD,-48,34
W9482,FOOD,-109,40
W9483,FOOD,-94,38
W9484,FOOD,-37,36
W9485,FOOD,-26,38
W9486,FOOD,-94,36
W9487,FOOD,-68,40
W9488,FOOD,-98,37
W9489,FOOD,-59,39
W9490,FOOD,-56,36
W9491,FOOD,-69,33
W9492,FOOD,-103,36
W9493,FOOD,-80,38
W9494,FOOD,-111,33
W9495,FOOD,-8,38
W9496,FOOD,-92,31
W9497,FOOD,-79,31
W9498,FOOD,-60,39
W9499,FOOD,-79,35
W9500,FOOD,-116,37
W9501,FOOD,-108,39
W9502,FOOD,-43,34
W9503,FOOD,-107,34
W9504,FOOD,-70,32
W9505,FOOD,-40,31
W9506,FOOD,-74,40
W9507,FOOD,-95,32
W9508,FOOD,-56,38
W9509,FOOD,-107,38
W9510,FOOD,-99,34
W9511,FOOD,-103,35
W9512,FOOD,-63,34
W9513,FOOD,-46,39
W9514,FOOD,-8,40
W9515,FOOD,-105,32
W9516,FOOD,-60,36
W9517,FOOD,-44,39
W9518,FOOD,-81,32
W9519,FOOD,-116,39
W9520,FOOD,-41,38
W9521,FOOD,-56,33
W9522,FOOD,-13,36
W9523,FOOD,-17,36
W9524,FOOD,-22,40
W9525,FOOD,-106,40
W9526,FOOD,-46,36
W9527,FOOD,-99,33
W9528,FOOD,-27,35
W9529,FOOD,-102,38
W9530,FOOD,-33,34
W9531,FOOD,-92,40
W9532,FOOD,-63,40
W9533,FOOD,-33,36
W9534,FOOD,-24,38
W9535,FOOD,-49,40
W9536,FOOD,-89,37
W9537,FOOD,-46,31
W9538,FOOD,-26,35
W9539,FOOD,-109,35
W9540,FOOD,-51,35
W9541,FOOD,-34,31
W9542,FOOD,-42,36
W9543,FOOD,-21,35
W9544,FOOD,-116,38
W9545,FOOD,-29,31
W9546,FOOD,-15,35
W9547,FOOD,-52,36
W9548,FOOD,-101,36
W9549,FOOD,-53,33
W9550,FOOD,-106,34
W9551,FOOD,-26,35
W9552,FOOD,-62,37
W9553,FOOD,-49,40
W9554,FOOD,-96,33
W9555,FOOD,-95,32
W9556,FOOD,-42,31
W9557,FOOD,-96,31
W9558,FOOD,-43,37
W9559,FOOD,-52,40
W9560,FOOD,-19,39
W9561,FOOD,-69,40
W9562,FOOD,-11,34
W9563,FOOD,-12,35
W9564,FOOD,-37,33
W9565,FOOD,-67,38
W9566,FOOD,-7,40
W9567,FOOD,-38,34
W9568,FOOD,-103,38
W9569,FOOD,-58,36
W9570,FOOD,-58,39
W9571,FOOD,-74,34
W9572,FOOD,-78,39
W9573,FOOD,-90,39
W9574,FOOD,-38,34
W9575,FOOD,-86,36
W9576,FOOD,-115,31
W9577,FOOD,-26,31
W9578,FOOD,-19,38
W9579,FOOD,-91,35
W9580,FOOD,-111,34
W9581,FOOD,-53,40
W9582,FOOD,-18,38
W9583,FOOD,-10,39
W9584,FOOD,-66,35
W9585,FOOD,-63,39
W9586,FOOD,-87,35
W9587,FOOD,-101,40
W9588,FOOD,-53,33
W9589,FOOD,-56,33
W9590,FOOD,-50,34
W9591,FOOD,-28,39
W9592,FOOD,-81,36
W9593,FOOD,-70,38
W9594,FOOD,-7,40
W9595,FOOD,-107,36
W9596,FOOD,-67,37
W9597,FOOD,-82,38
W9598,FOOD,-53,33
W9599,FOOD,-10,38
W9600,FOOD,-61,35
W9601,FOOD,-104,39
W9602,FOOD,-7,32
W9603,FOOD,-48,32
W9604,FOOD,-83,38
W9605,FOOD,-115,34
W9606,FOOD,-38,31
W9607,FOOD,-9,33
W9608,FOOD,-44,39
W9609,FOOD,-83,40
W9610,FOOD,-106,31
W9611,FOOD,-92,39
W9612,FOOD,-40,32
W9613,FOOD,-23,34
W9614,FOOD,-114,38
W9615,FOOD,-87,36
W9616,FOOD,-10,39
W9617,FOOD,-66,31
W9618,FOOD,-26,35
W9619,FOOD,-43,33
W9620,FOOD,-59,40
W9621,FOOD,-74,40
W9622,FOOD,-20,31
W9623,FOOD,-32,36
W9624,FOOD,-51,40
W9625,FOOD,-21,37
W9626,FOOD,-51,35
W9627,FOOD,-92,40
W9628,FOOD,-66,34
W9629,FOOD,-67,34
W9630,FOOD,-67,38
W9631,FOOD,-45,36
W9632,FOOD,-19,40
W9633,FOOD,-69,37
W9634,FOOD,-58,38
W9635,FOOD,-43,36
W9636,FOOD,-64,35
W9637,FOOD,-49,38
W9638,FOOD,-28,36
W9639,FOOD,-88,40
W9640,FOOD,-87,38
W9641,FOOD,-49,38
W9642,FOOD,-48,38
W9643,FOOD,-13,34
W9644,FOOD,-90,40
W9645,FOOD,-100,32
W9646,FOOD,-102,40
W9647,FOOD,-87,31
W9648,FOOD,-82,36
W9649,FOOD,-112,39
W9650,FOOD,-21,40
W9651,FOOD,-54,40
W9652,FOOD,-23,38
W9653,FOOD,-104,35
W9654,FOOD,-87,34
W9655,FOOD,-92,33
W9656,FOOD,-86,37
W9657,FOOD,-18,32
W9658,FOOD,-81,33
W9659,FOOD,-85,35
W9660,FOOD,-115,39
W9661,FOOD,-71,35
W9662,FOOD,-95,36
W9663,FOOD,-17,40
W9664,FOOD,-54,38
W9665,FOOD,-73,35
W9666,FOOD,-39,36
W9667,FOOD,-38,33
W9668,FOOD,-20,36
W9669,FOOD,-79,32
W9670,FOOD,-13,38
W9671,FOOD,-34,38
W9672,FOOD,-58,35
W9673,FOOD,-7,31
W9674,FOOD,-61,40
W9675,FOOD,-47,37
W9676,FOOD,-36,40
W9677,FOOD,-106,39
W9678,FOOD,-52,33
W9679,FOOD,-19,32
W9680,FOOD,-69,34
W9681,FOOD,-98,32
W9682,FOOD,-17,33
W9683,FOOD,-60,34
W9684,FOOD,-30,37
W9685,FOOD,-101,34
W9686,FOOD,-112,37
W9687,FOOD,-115,40
W9688,FOOD,-12,38
W9689,FOOD,-78,34
W9690,FOOD,-105,34
W9691,FOOD,-49,36
W9692,FOOD,-68,33
W9693,FOOD,-11,37
W9694,FOOD,-111,37
W9695,FOOD,-20,36
W9696,FOOD,-86,40
W9697,FOOD,-68,36
W9698,FOOD,-65,34
W9699,FOOD,-66,31
W9700,FOOD,-66,38
W9701,FOOD,-41,34
W9702,FOOD,-57,31
W9703,FOOD,-28,38
